real_price,theme_cat,theme_lic
35.77,Junior,FALSE
54.09,Junior,FALSE
20.7,Junior,FALSE
25.17,Junior,FALSE
27.06,Junior,FALSE
8.12,Junior,FALSE
10.02,Junior,FALSE
17.89,Junior,FALSE
19.99,Junior,FALSE
12.99,Junior,FALSE
14.99,Junior,FALSE
19.99,Junior,FALSE
31.06,Junior,FALSE
12.66,Junior,FALSE
8.86,Junior,FALSE
76.46,Junior,FALSE
18.38,Junior,FALSE
16.02,Junior,FALSE
35.31,Junior,FALSE
64.75,Junior,FALSE
19.99,Junior,FALSE
86.65,Junior,FALSE
20.18,Junior,FALSE
26.72,Junior,FALSE
59.63,Junior,FALSE
64.91,Junior,FALSE
67.64,Junior,FALSE
40.58,Junior,FALSE
20.29,Junior,FALSE
23.86,Junior,FALSE
29.99,Junior,FALSE
11.54,Junior,FALSE
9.87,Junior,FALSE
2.18,Junior,FALSE
2.86,Junior,FALSE
4.29,Junior,FALSE
2.18,Junior,FALSE
2.86,Junior,FALSE
14.99,Junior,FALSE
19.73,Junior,FALSE
87.56,Junior,FALSE
97.38,Junior,FALSE
25.73,Junior,FALSE
5.18,Junior,FALSE
24.66,Junior,FALSE
19.99,Junior,FALSE
34.96,Junior,FALSE
25.9,Junior,FALSE
5.18,Junior,FALSE
14.51,Junior,FALSE
29.03,Junior,FALSE
96.48,Junior,FALSE
115.24,Junior,FALSE
6.48,Junior,FALSE
22.93,Junior,FALSE
27.97,Junior,FALSE
15.78,Junior,FALSE
141.16,Junior,FALSE
41.95,Junior,FALSE
6.33,Junior,FALSE
42.88,Junior,FALSE
41.42,Junior,FALSE
44.93,Junior,FALSE
17.15,Junior,FALSE
25.9,Junior,FALSE
93.24,Junior,FALSE
52.62,Junior,FALSE
31.06,Junior,FALSE
10.35,Junior,FALSE
41.42,Junior,FALSE
44.93,Junior,FALSE
20.29,Junior,FALSE
4.43,Junior,FALSE
25.33,Junior,FALSE
23.86,Junior,FALSE
8.58,Junior,FALSE
29.99,Junior,FALSE
6.99,Junior,FALSE
4.99,Junior,FALSE
8.98,Junior,FALSE
20.28,Junior,FALSE
28.88,Junior,FALSE
19.73,Non-Standard Figures,FALSE
22.46,Non-Standard Figures,FALSE
29.99,Non-Standard Figures,FALSE
35.5,Non-Standard Figures,FALSE
6.58,Non-Standard Figures,FALSE
9.99,Non-Standard Figures,FALSE
49.89,Non-Standard Figures,FALSE
72.2,Non-Standard Figures,FALSE
9.99,Non-Standard Figures,FALSE
10.14,Non-Standard Figures,FALSE
9.99,Non-Standard Figures,FALSE
10.14,Non-Standard Figures,FALSE
11.08,Non-Standard Figures,FALSE
29.99,Non-Standard Figures,FALSE
3.95,Non-Standard Figures,FALSE
3.95,Non-Standard Figures,FALSE
3.95,Non-Standard Figures,FALSE
3.95,Non-Standard Figures,FALSE
5.07,Non-Standard Figures,FALSE
5.18,Non-Standard Figures,FALSE
23.95,Non-Standard Figures,FALSE
7.25,Non-Standard Figures,FALSE
44.54,Non-Standard Figures,FALSE
12.86,Non-Standard Figures,FALSE
6.43,Non-Standard Figures,FALSE
3.58,Non-Standard Figures,FALSE
11.54,Non-Standard Figures,FALSE
30.25,Non-Standard Figures,FALSE
13.15,Non-Standard Figures,FALSE
3.99,Non-Standard Figures,FALSE
14.99,Non-Standard Figures,FALSE
4.99,Non-Standard Figures,FALSE
4.99,Non-Standard Figures,FALSE
25.36,Non-Standard Figures,FALSE
58.03,Non-Standard Figures,FALSE
4.03,Non-Standard Figures,FALSE
14.18,Non-Standard Figures,FALSE
51.41,Non-Standard Figures,FALSE
7.4,Non-Standard Figures,FALSE
4.99,Non-Standard Figures,FALSE
7.25,Non-Standard Figures,FALSE
9.63,Non-Standard Figures,FALSE
6.76,Non-Standard Figures,FALSE
11.08,Non-Standard Figures,FALSE
12.18,Non-Standard Figures,FALSE
35.5,Non-Standard Figures,FALSE
18.5,Non-Standard Figures,FALSE
17.89,Non-Standard Figures,FALSE
8.86,Non-Standard Figures,FALSE
12.66,Non-Standard Figures,FALSE
12.66,Non-Standard Figures,FALSE
12.66,Non-Standard Figures,FALSE
8.63,Non-Standard Figures,FALSE
6.17,Non-Standard Figures,FALSE
7.4,Non-Standard Figures,FALSE
16.03,Non-Standard Figures,FALSE
4.03,Non-Standard Figures,FALSE
73.99,Non-Standard Figures,FALSE
69.99,Non-Standard Figures,FALSE
15.72,Non-Standard Figures,FALSE
7.15,Non-Standard Figures,FALSE
29.99,Non-Standard Figures,FALSE
110.31,Non-Standard Figures,FALSE
20.29,Non-Standard Figures,FALSE
26.31,Non-Standard Figures,FALSE
10.14,Non-Standard Figures,FALSE
4.99,Non-Standard Figures,FALSE
25.36,Non-Standard Figures,FALSE
69.99,Non-Standard Figures,FALSE
9.99,Non-Standard Figures,FALSE
9.99,Non-Standard Figures,FALSE
6.08,Non-Standard Figures,FALSE
14.99,Non-Standard Figures,FALSE
35.46,Non-Standard Figures,FALSE
14.99,Non-Standard Figures,FALSE
4.99,Non-Standard Figures,FALSE
81.51,Non-Standard Figures,FALSE
14.99,Non-Standard Figures,FALSE
23.82,Non-Standard Figures,FALSE
23.86,Non-Standard Figures,FALSE
9.07,Non-Standard Figures,FALSE
56.86,Non-Standard Figures,FALSE
60.78,Non-Standard Figures,FALSE
4.93,Non-Standard Figures,FALSE
10,Non-Standard Figures,FALSE
11.93,Non-Standard Figures,FALSE
29.99,Non-Standard Figures,FALSE
35.5,Non-Standard Figures,FALSE
14.99,Non-Standard Figures,FALSE
14.99,Non-Standard Figures,FALSE
4.93,Non-Standard Figures,FALSE
11.93,Non-Standard Figures,FALSE
77.18,Non-Standard Figures,FALSE
16.81,Non-Standard Figures,FALSE
30.19,Non-Standard Figures,FALSE
6.17,Non-Standard Figures,FALSE
9.54,Non-Standard Figures,FALSE
4.87,Non-Standard Figures,FALSE
135.28,Non-Standard Figures,FALSE
6.17,Non-Standard Figures,FALSE
7.4,Non-Standard Figures,FALSE
39.99,Non-Standard Figures,FALSE
20.28,Non-Standard Figures,FALSE
20.28,Non-Standard Figures,FALSE
29.99,Non-Standard Figures,FALSE
49.99,Non-Standard Figures,FALSE
39.99,Non-Standard Figures,FALSE
29.99,Non-Standard Figures,FALSE
29.99,Non-Standard Figures,FALSE
39.99,Non-Standard Figures,FALSE
24.99,Non-Standard Figures,FALSE
29.99,Non-Standard Figures,FALSE
109.99,Non-Standard Figures,FALSE
50.72,Non-Standard Figures,FALSE
45.65,Non-Standard Figures,FALSE
4.99,Non-Standard Figures,FALSE
5.96,Non-Standard Figures,FALSE
43.16,Non-Standard Figures,FALSE
23.86,Non-Standard Figures,FALSE
21.63,Non-Standard Figures,FALSE
23.77,Non-Standard Figures,FALSE
43.27,Non-Standard Figures,FALSE
4.99,Non-Standard Figures,FALSE
65.77,Non-Standard Figures,FALSE
12.33,Non-Standard Figures,FALSE
8.86,Non-Standard Figures,FALSE
8.86,Non-Standard Figures,FALSE
14.99,Non-Standard Figures,FALSE
4.99,Non-Standard Figures,FALSE
29.99,Non-Standard Figures,FALSE
19.99,Non-Standard Figures,FALSE
59.99,Non-Standard Figures,FALSE
29.99,Non-Standard Figures,FALSE
9.79,Non-Standard Figures,FALSE
42.53,Non-Standard Figures,FALSE
19.65,Non-Standard Figures,FALSE
38.46,Non-Standard Figures,FALSE
24.14,Non-Standard Figures,FALSE
4.99,Non-Standard Figures,FALSE
11.4,Non-Standard Figures,FALSE
39.3,Non-Standard Figures,FALSE
3.99,Non-Standard Figures,FALSE
4.05,Non-Standard Figures,FALSE
11.19,Non-Standard Figures,FALSE
5.07,Non-Standard Figures,FALSE
37.73,Non-Standard Figures,FALSE
10.14,Non-Standard Figures,FALSE
9.99,Non-Standard Figures,FALSE
9.99,Non-Standard Figures,FALSE
10.14,Non-Standard Figures,FALSE
14.99,Non-Standard Figures,FALSE
13.92,Non-Standard Figures,FALSE
4.19,Non-Standard Figures,FALSE
14.99,Non-Standard Figures,FALSE
15.51,Non-Standard Figures,FALSE
13.15,Non-Standard Figures,FALSE
11.16,Non-Standard Figures,FALSE
43.16,Non-Standard Figures,FALSE
6.17,Non-Standard Figures,FALSE
29.99,Non-Standard Figures,FALSE
19.99,Non-Standard Figures,FALSE
31.93,Non-Standard Figures,FALSE
12.18,Non-Standard Figures,FALSE
9.99,Non-Standard Figures,FALSE
9.99,Non-Standard Figures,FALSE
76.09,Non-Standard Figures,FALSE
9.99,Non-Standard Figures,FALSE
10.14,Non-Standard Figures,FALSE
9.99,Non-Standard Figures,FALSE
10.14,Non-Standard Figures,FALSE
20.28,Non-Standard Figures,FALSE
3.99,Non-Standard Figures,FALSE
4.78,Non-Standard Figures,FALSE
43.3,Non-Standard Figures,FALSE
11.4,Non-Standard Figures,FALSE
4.99,Non-Standard Figures,FALSE
7.12,Non-Standard Figures,FALSE
3.99,Non-Standard Figures,FALSE
5.07,Non-Standard Figures,FALSE
25.33,Non-Standard Figures,FALSE
14.06,Non-Standard Figures,FALSE
20.29,Non-Standard Figures,FALSE
7.25,Non-Standard Figures,FALSE
14.18,Non-Standard Figures,FALSE
4.99,Non-Standard Figures,FALSE
28.35,Non-Standard Figures,FALSE
23.86,Non-Standard Figures,FALSE
9.54,Non-Standard Figures,FALSE
66.02,Non-Standard Figures,FALSE
25.33,Non-Standard Figures,FALSE
155.62,Non-Standard Figures,FALSE
9.79,Non-Standard Figures,FALSE
9.79,Non-Standard Figures,FALSE
34.96,Non-Standard Figures,FALSE
84.88,Non-Standard Figures,FALSE
10.82,Non-Standard Figures,FALSE
4.99,Non-Standard Figures,FALSE
4.99,Non-Standard Figures,FALSE
34.97,Non-Standard Figures,FALSE
19.99,Non-Standard Figures,FALSE
57.96,Non-Standard Figures,FALSE
22.36,Non-Standard Figures,FALSE
36.53,Non-Standard Figures,FALSE
67.4,Non-Standard Figures,FALSE
25.33,Non-Standard Figures,FALSE
11.37,Non-Standard Figures,FALSE
54.31,Non-Standard Figures,FALSE
44.84,Non-Standard Figures,FALSE
3.58,Non-Standard Figures,FALSE
5.06,Non-Standard Figures,FALSE
23.86,Non-Standard Figures,FALSE
3.58,Non-Standard Figures,FALSE
4.99,Non-Standard Figures,FALSE
6.17,Non-Standard Figures,FALSE
7.4,Non-Standard Figures,FALSE
4.93,Non-Standard Figures,FALSE
16.03,Non-Standard Figures,FALSE
17.59,Non-Standard Figures,FALSE
5.06,Non-Standard Figures,FALSE
39.99,Non-Standard Figures,FALSE
15.21,Non-Standard Figures,FALSE
9.99,Non-Standard Figures,FALSE
7.09,Non-Standard Figures,FALSE
10.14,Non-Standard Figures,FALSE
9.99,Non-Standard Figures,FALSE
9.99,Non-Standard Figures,FALSE
8.63,Non-Standard Figures,FALSE
9.54,Non-Standard Figures,FALSE
16.03,Non-Standard Figures,FALSE
13.15,Non-Standard Figures,FALSE
29.99,Non-Standard Figures,FALSE
10.52,Non-Standard Figures,FALSE
101.45,Non-Standard Figures,FALSE
19.99,Non-Standard Figures,FALSE
86.55,Non-Standard Figures,FALSE
137.2,Non-Standard Figures,FALSE
6.17,Non-Standard Figures,FALSE
69.99,Non-Standard Figures,FALSE
8.63,Non-Standard Figures,FALSE
4.87,Non-Standard Figures,FALSE
62.88,Non-Standard Figures,FALSE
49.99,Non-Standard Figures,FALSE
55.25,Non-Standard Figures,FALSE
83.9,Non-Standard Figures,FALSE
11.37,Non-Standard Figures,FALSE
69.65,Non-Standard Figures,FALSE
8.12,Non-Standard Figures,FALSE
10.82,Non-Standard Figures,FALSE
83.5,Non-Standard Figures,FALSE
23.84,Non-Standard Figures,FALSE
23,Non-Standard Figures,FALSE
64.75,Non-Standard Figures,FALSE
41.95,Non-Standard Figures,FALSE
11.22,Non-Standard Figures,FALSE
23.86,Non-Standard Figures,FALSE
24.66,Non-Standard Figures,FALSE
12.95,Non-Standard Figures,FALSE
7.16,Non-Standard Figures,FALSE
3.99,Non-Standard Figures,FALSE
19,Non-Standard Figures,FALSE
19,Non-Standard Figures,FALSE
19,Non-Standard Figures,FALSE
4.99,Non-Standard Figures,FALSE
3.99,Non-Standard Figures,FALSE
13.15,Non-Standard Figures,FALSE
37.99,Non-Standard Figures,FALSE
57.77,Non-Standard Figures,FALSE
22.02,Non-Standard Figures,FALSE
11.84,Non-Standard Figures,FALSE
8.41,Non-Standard Figures,FALSE
9.99,Non-Standard Figures,FALSE
19.99,Non-Standard Figures,FALSE
6.99,Non-Standard Figures,FALSE
56.17,Non-Standard Figures,FALSE
80.88,Non-Standard Figures,FALSE
3.99,Non-Standard Figures,FALSE
13.98,Non-Standard Figures,FALSE
4.87,Non-Standard Figures,FALSE
124.72,Non-Standard Technical,FALSE
55.5,Non-Standard Technical,FALSE
94.7,Non-Standard Technical,FALSE
202.92,Non-Standard Technical,FALSE
199.99,Non-Standard Technical,FALSE
157.85,Non-Standard Technical,FALSE
64.17,Non-Standard Technical,FALSE
51.99,Non-Standard Technical,FALSE
34.65,Non-Standard Technical,FALSE
41.95,Non-Standard Technical,FALSE
230.8,Non-Standard Technical,FALSE
43.16,Non-Standard Technical,FALSE
8.39,Non-Standard Technical,FALSE
84.99,Non-Standard Technical,FALSE
16.6,Non-Standard Technical,FALSE
195.07,Non-Standard Technical,FALSE
126.63,Non-Standard Technical,FALSE
62.13,Non-Standard Technical,FALSE
238.04,Non-Standard Technical,FALSE
11.84,Non-Standard Technical,FALSE
27.97,Non-Standard Technical,FALSE
2.8,Non-Standard Technical,FALSE
8.12,Non-Standard Technical,FALSE
19.99,Non-Standard Technical,FALSE
73.5,Non-Standard Technical,FALSE
28.58,Non-Standard Technical,FALSE
10.16,Non-Standard Technical,FALSE
20.29,Non-Standard Technical,FALSE
25.66,Non-Standard Technical,FALSE
106.89,Non-Standard Technical,FALSE
51.77,Non-Standard Technical,FALSE
42.72,Non-Standard Technical,FALSE
49.99,Non-Standard Technical,FALSE
10.16,Non-Standard Technical,FALSE
10,Non-Standard Technical,FALSE
10,Non-Standard Technical,FALSE
47.71,Non-Standard Technical,FALSE
19.73,Non-Standard Technical,FALSE
17.1,Non-Standard Technical,FALSE
166.8,Non-Standard Technical,FALSE
29.47,Non-Standard Technical,FALSE
58.85,Non-Standard Technical,FALSE
139.99,Non-Standard Technical,FALSE
193.02,Non-Standard Technical,FALSE
100.89,Non-Standard Technical,FALSE
12.99,Non-Standard Technical,FALSE
64.91,Non-Standard Technical,FALSE
36.29,Non-Standard Technical,FALSE
50.44,Non-Standard Technical,FALSE
98.66,Non-Standard Technical,FALSE
94.33,Non-Standard Technical,FALSE
60.46,Non-Standard Technical,FALSE
32.66,Non-Standard Technical,FALSE
78.64,Non-Standard Technical,FALSE
26.7,Non-Standard Technical,FALSE
19.99,Non-Standard Technical,FALSE
62.88,Non-Standard Technical,FALSE
11.54,Non-Standard Technical,FALSE
69.99,Non-Standard Technical,FALSE
83.83,Non-Standard Technical,FALSE
74.77,Non-Standard Technical,FALSE
79.99,Non-Standard Technical,FALSE
334.76,Non-Standard Technical,FALSE
49,Non-Standard Technical,FALSE
16.03,Non-Standard Technical,FALSE
83.9,Non-Standard Technical,FALSE
162.87,Non-Standard Technical,FALSE
55.21,Non-Standard Technical,FALSE
57.77,Non-Standard Technical,FALSE
13.95,Non-Standard Technical,FALSE
22.22,Non-Standard Technical,FALSE
14.38,Non-Standard Technical,FALSE
99.99,Non-Standard Technical,FALSE
55.93,Non-Standard Technical,FALSE
71.46,Non-Standard Technical,FALSE
135.28,Non-Standard Technical,FALSE
19.99,Non-Standard Technical,FALSE
44.54,Non-Standard Technical,FALSE
14.29,Non-Standard Technical,FALSE
27.04,Non-Standard Technical,FALSE
139.83,Non-Standard Technical,FALSE
40.58,Non-Standard Technical,FALSE
24.35,Non-Standard Technical,FALSE
25.33,Non-Standard Technical,FALSE
35.78,Non-Standard Technical,FALSE
21.36,Non-Standard Technical,FALSE
21.63,Non-Standard Technical,FALSE
51.26,Non-Standard Technical,FALSE
69.33,Non-Standard Technical,FALSE
11.88,Non-Standard Technical,FALSE
8.12,Non-Standard Technical,FALSE
179.39,Non-Standard Technical,FALSE
8.39,Non-Standard Technical,FALSE
23.86,Non-Standard Technical,FALSE
64.91,Non-Standard Technical,FALSE
79.99,Non-Standard Technical,FALSE
67.64,Non-Standard Technical,FALSE
71.46,Non-Standard Technical,FALSE
62.13,Non-Standard Technical,FALSE
52.62,Non-Standard Technical,FALSE
13.75,Non-Standard Technical,FALSE
109.87,Non-Standard Technical,FALSE
84.07,Non-Standard Technical,FALSE
23.07,Non-Standard Technical,FALSE
86.65,Non-Standard Technical,FALSE
8.12,Non-Standard Technical,FALSE
103.55,Non-Standard Technical,FALSE
83.49,Non-Standard Technical,FALSE
7.6,Non-Standard Technical,FALSE
39.46,Non-Standard Technical,FALSE
47.16,Non-Standard Technical,FALSE
132.2,Non-Standard Technical,FALSE
82.54,Non-Standard Technical,FALSE
13.53,Non-Standard Technical,FALSE
59.99,Non-Standard Technical,FALSE
207.86,Non-Standard Technical,FALSE
41.95,Non-Standard Technical,FALSE
210.64,Non-Standard Technical,FALSE
34.87,Non-Standard Technical,FALSE
45.86,Non-Standard Technical,FALSE
86.33,Non-Standard Technical,FALSE
86.86,Non-Standard Technical,FALSE
25.33,Non-Standard Technical,FALSE
8.12,Non-Standard Technical,FALSE
78.38,Non-Standard Technical,FALSE
58.06,Non-Standard Technical,FALSE
77.7,Non-Standard Technical,FALSE
16.28,Non-Standard Technical,FALSE
78.61,Non-Standard Technical,FALSE
53.14,Non-Standard Technical,FALSE
129.99,Non-Standard Technical,FALSE
8.39,Non-Standard Technical,FALSE
26.29,Non-Standard Technical,FALSE
11.61,Non-Standard Technical,FALSE
76,Non-Standard Technical,FALSE
21.36,Non-Standard Technical,FALSE
121.75,Non-Standard Technical,FALSE
103.99,Non-Standard Technical,FALSE
26.31,Non-Standard Technical,FALSE
39.99,Non-Standard Technical,FALSE
28.58,Non-Standard Technical,FALSE
19.99,Non-Standard Technical,FALSE
41.11,Non-Standard Technical,FALSE
5.59,Non-Standard Technical,FALSE
55.93,Non-Standard Technical,FALSE
8.39,Non-Standard Technical,FALSE
50.72,Non-Standard Technical,FALSE
26.31,Non-Standard Technical,FALSE
8.12,Non-Standard Technical,FALSE
207.21,Non-Standard Technical,FALSE
220.16,Non-Standard Technical,FALSE
14.88,Non-Standard Technical,FALSE
205.25,Non-Standard Technical,FALSE
9.21,Non-Standard Technical,FALSE
9.21,Non-Standard Technical,FALSE
9.21,Non-Standard Technical,FALSE
9.21,Non-Standard Technical,FALSE
9.21,Non-Standard Technical,FALSE
142.04,Non-Standard Technical,FALSE
42.88,Non-Standard Technical,FALSE
45.33,Non-Standard Technical,FALSE
35.63,Non-Standard Technical,FALSE
42.76,Non-Standard Technical,FALSE
47.87,Non-Standard Technical,FALSE
207.12,Non-Standard Technical,FALSE
123.15,Non-Standard Technical,FALSE
195.99,Non-Standard Technical,FALSE
254.85,Non-Standard Technical,FALSE
27.97,Non-Standard Technical,FALSE
349.99,Non-Standard Technical,FALSE
288.87,Non-Standard Technical,FALSE
304.03,Non-Standard Technical,FALSE
24.99,Non-Standard Technical,FALSE
10.85,Non-Standard Technical,FALSE
11.38,Non-Standard Technical,FALSE
8.65,Non-Standard Technical,FALSE
7.14,Non-Standard Technical,FALSE
25.88,Non-Standard Technical,FALSE
12.99,Non-Standard Technical,FALSE
11.74,Non-Standard Technical,FALSE
12.17,Non-Standard Technical,FALSE
11.56,Non-Standard Technical,FALSE
29.99,Non-Standard Technical,FALSE
106.82,Non-Standard Technical,FALSE
178.92,Non-Standard Technical,FALSE
219.99,Non-Standard Technical,FALSE
49.99,Non-Standard Technical,FALSE
39.99,Non-Standard Technical,FALSE
34.65,Non-Standard Technical,FALSE
32.45,Non-Standard Technical,FALSE
58.06,Non-Standard Technical,FALSE
42.72,Non-Standard Technical,FALSE
2.14,Non-Standard Technical,FALSE
139.94,Non-Standard Technical,FALSE
54.11,Non-Standard Technical,FALSE
168.52,Non-Standard Technical,FALSE
213.66,Non-Standard Technical,FALSE
43.54,Non-Standard Technical,FALSE
18.58,Non-Standard Technical,FALSE
41.66,Non-Standard Technical,FALSE
159.6,Non-Standard Technical,FALSE
62.07,Non-Standard Technical,FALSE
24.99,Non-Standard Technical,FALSE
45.48,Non-Standard Technical,FALSE
30.57,Non-Standard Technical,FALSE
37.08,Non-Standard Technical,FALSE
56.17,Non-Standard Technical,FALSE
19.99,Non-Standard Technical,FALSE
20.7,Non-Standard Technical,FALSE
129.83,Non-Standard Technical,FALSE
8.12,Non-Standard Technical,FALSE
22.36,Non-Standard Technical,FALSE
71.02,Non-Standard Technical,FALSE
107.64,Non-Standard Technical,FALSE
110.08,Non-Standard Technical,FALSE
151.33,Non-Standard Technical,FALSE
78.04,Non-Standard Technical,FALSE
92.08,Non-Standard Technical,FALSE
119.02,Non-Standard Technical,FALSE
87.6,Non-Standard Technical,FALSE
37.88,Non-Standard Technical,FALSE
8.12,Non-Standard Technical,FALSE
135.28,Non-Standard Technical,FALSE
1.43,Non-Standard Technical,FALSE
19.99,Non-Standard Technical,FALSE
23.11,Non-Standard Technical,FALSE
25.36,Non-Standard Technical,FALSE
43.42,Non-Standard Technical,FALSE
19.99,Non-Standard Technical,FALSE
64.09,Non-Standard Technical,FALSE
69.99,Non-Standard Technical,FALSE
18.18,Non-Standard Technical,FALSE
49.33,Non-Standard Technical,FALSE
37.63,Non-Standard Technical,FALSE
181.78,Non-Standard Technical,FALSE
104.67,Non-Standard Technical,FALSE
27.14,Non-Standard Technical,FALSE
19.99,Non-Standard Technical,FALSE
28.58,Non-Standard Technical,FALSE
20.97,Non-Standard Technical,FALSE
41.42,Non-Standard Technical,FALSE
88.64,Non-Standard Technical,FALSE
17.1,Non-Standard Technical,FALSE
15.72,Non-Standard Technical,FALSE
39.3,Non-Standard Technical,FALSE
8.39,Non-Standard Technical,FALSE
71.46,Non-Standard Technical,FALSE
209.75,Non-Standard Technical,FALSE
279.66,Non-Standard Technical,FALSE
285.84,Non-Standard Technical,FALSE
34.96,Non-Standard Technical,FALSE
263.08,Non-Standard Technical,FALSE
42.88,Non-Standard Technical,FALSE
42.88,Non-Standard Technical,FALSE
11.22,Non-Standard Technical,FALSE
45.33,Non-Standard Technical,FALSE
45.33,Non-Standard Technical,FALSE
51.8,Non-Standard Technical,FALSE
20.97,Non-Standard Technical,FALSE
8.39,Non-Standard Technical,FALSE
71.85,Non-Standard Technical,FALSE
129.99,Non-Standard Technical,FALSE
77.7,Non-Standard Technical,FALSE
50.88,Non-Standard Technical,FALSE
229.98,Non-Standard Technical,FALSE
40.58,Non-Standard Technical,FALSE
8.39,Non-Standard Technical,FALSE
49.4,Non-Standard Technical,FALSE
19.73,Non-Standard Technical,FALSE
26.31,Non-Standard Technical,FALSE
19.73,Non-Standard Technical,FALSE
77.7,Non-Standard Technical,FALSE
54.28,Non-Standard Technical,FALSE
19.99,Non-Standard Technical,FALSE
33.69,Non-Standard Technical,FALSE
11.19,Non-Standard Technical,FALSE
234.59,Non-Standard Technical,FALSE
8.12,Non-Standard Technical,FALSE
27.06,Non-Standard Technical,FALSE
14.29,Non-Standard Technical,FALSE
100.04,Non-Standard Technical,FALSE
148.3,Non-Standard Technical,FALSE
22.22,Non-Standard Technical,FALSE
14.38,Non-Standard Technical,FALSE
59.64,Non-Standard Technical,FALSE
121.75,Non-Standard Technical,FALSE
124.27,Non-Standard Technical,FALSE
204.35,Non-Standard Technical,FALSE
100.04,Non-Standard Technical,FALSE
181.78,Non-Standard Technical,FALSE
2.8,Non-Standard Technical,FALSE
98.8,Non-Standard Technical,FALSE
8.12,Non-Standard Technical,FALSE
26.31,Non-Standard Technical,FALSE
16.25,Non-Standard Technical,FALSE
77.7,Non-Standard Technical,FALSE
34.65,Non-Standard Technical,FALSE
97.37,Non-Standard Technical,FALSE
14.47,Non-Standard Technical,FALSE
14.51,Non-Standard Technical,FALSE
8.39,Non-Standard Technical,FALSE
138.65,Non-Standard Technical,FALSE
174.36,Non-Standard Technical,FALSE
20.28,Non-Standard Technical,FALSE
10.85,Non-Standard Technical,FALSE
40.58,Non-Standard Technical,FALSE
64.09,Non-Standard Technical,FALSE
108.58,Non-Standard Technical,FALSE
100.88,Non-Standard Technical,FALSE
11.93,Non-Standard Technical,FALSE
14.49,Non-Standard Technical,FALSE
58.73,Non-Standard Technical,FALSE
108.39,Non-Standard Technical,FALSE
12.58,Non-Standard Technical,FALSE
41.95,Non-Standard Technical,FALSE
31.93,Non-Standard Technical,FALSE
110.99,Non-Standard Technical,FALSE
47.71,Non-Standard Technical,FALSE
8.39,Non-Standard Technical,FALSE
14.51,Non-Standard Technical,FALSE
12.99,Non-Standard Technical,FALSE
67.64,Non-Standard Technical,FALSE
78.92,Non-Standard Technical,FALSE
98.03,Non-Standard Technical,FALSE
23,Non-Standard Technical,FALSE
16.23,Non-Standard Technical,FALSE
135.28,Non-Standard Technical,FALSE
249.99,Non-Standard Technical,FALSE
22.46,Non-Standard Technical,FALSE
13.15,Non-Standard Technical,FALSE
97.73,Standard,FALSE
114.98,Standard,FALSE
6.76,Standard,TRUE
3.08,Standard,FALSE
24.18,Standard,FALSE
38.85,Standard,FALSE
44.72,Standard,FALSE
27.81,Standard,FALSE
29.96,Standard,FALSE
9.47,Standard,FALSE
13.33,Standard,FALSE
32.56,Standard,FALSE
73.3,Standard,FALSE
14.99,Standard,FALSE
6.76,Standard,FALSE
18.98,Standard,FALSE
29.99,Standard,FALSE
11.93,Standard,FALSE
38.96,Standard,FALSE
20.29,Standard,TRUE
18.49,Standard,TRUE
24.99,Standard,TRUE
4.13,Standard,TRUE
9.99,Standard,TRUE
24.99,Standard,TRUE
14.28,Standard,FALSE
11.56,Standard,FALSE
25.9,Standard,FALSE
5.4,Standard,FALSE
28.58,Standard,FALSE
27.06,Standard,FALSE
51.78,Standard,TRUE
33.47,Standard,FALSE
6.07,Standard,FALSE
2.86,Standard,FALSE
2.86,Standard,FALSE
11.43,Standard,FALSE
46.21,Standard,TRUE
54.81,Standard,FALSE
86.86,Standard,FALSE
35.73,Standard,FALSE
33.69,Standard,FALSE
7.25,Standard,FALSE
25.33,Standard,FALSE
118.39,Standard,FALSE
15.21,Standard,TRUE
49.99,Standard,FALSE
43.42,Standard,TRUE
3.95,Standard,FALSE
12.95,Standard,FALSE
16.22,Standard,FALSE
3.89,Standard,FALSE
34.67,Standard,TRUE
28.23,Standard,FALSE
35.63,Standard,FALSE
14.8,Standard,FALSE
7.15,Standard,FALSE
4.03,Standard,FALSE
47.71,Standard,FALSE
114.21,Standard,FALSE
92.43,Standard,FALSE
106.82,Standard,FALSE
20.7,Standard,FALSE
17.32,Standard,FALSE
29.99,Standard,FALSE
17.1,Standard,FALSE
249.53,Standard,FALSE
87.09,Standard,FALSE
15.52,Standard,FALSE
10.35,Standard,FALSE
10.52,Standard,FALSE
8.91,Standard,FALSE
62.13,Standard,FALSE
4.26,Standard,TRUE
5.17,Standard,FALSE
40.58,Standard,FALSE
37.16,Standard,FALSE
13.56,Standard,FALSE
136.83,Standard,FALSE
26.31,Standard,FALSE
46.04,Standard,FALSE
38.85,Standard,FALSE
9.21,Standard,FALSE
13.15,Standard,FALSE
12.95,Standard,FALSE
5.18,Standard,FALSE
45.33,Standard,FALSE
9.07,Standard,FALSE
111.86,Standard,FALSE
21.77,Standard,FALSE
167.35,Standard,FALSE
14.29,Standard,FALSE
9.23,Standard,FALSE
14.54,Standard,FALSE
20.28,Standard,FALSE
12.17,Standard,FALSE
11.93,Standard,TRUE
27.06,Standard,FALSE
27.06,Standard,FALSE
83.5,Standard,FALSE
71.02,Standard,TRUE
93.2,Standard,TRUE
39.99,Standard,TRUE
4.49,Standard,TRUE
40.58,Standard,TRUE
21.63,Standard,TRUE
