set_num,set_name,piece_count,real_price,real_ppp,theme_cat,theme_lic
9545-1,Numbers Set,144,67.99,0.47,Junior,FALSE
5793-1,Nurse's Car,10,10.35,1.03,Junior,FALSE
2787-1,Nursery,11,14.15,1.29,Junior,FALSE
3617-1,On the Move Hospital,16,25.9,1.62,Junior,FALSE
3616-1,On the Move Police Station,14,25.9,1.85,Junior,FALSE
8318-1,Ooni,29,25.9,0.89,Junior,TRUE
4668-1,Outrigger Construction Crane,61,16.03,0.26,Junior,FALSE
3288-1,Packer,19,22.46,1.18,Junior,FALSE
6173-1,Panda,8,8.11,1.01,Junior,FALSE
10560-1,Peekaboo Jungle,13,12.99,1,Junior,FALSE
5543-1,Percy at the Sheds,34,21.63,0.64,Junior,FALSE
5556-1,Percy at the Water Tower,15,11.93,0.8,Junior,FALSE
5656-1,Pet Shop,29,26.7,0.92,Junior,FALSE
10526-1,Peter Pan's Visit,39,29.99,0.77,Junior,FALSE
5640-1,Petrol Station,24,27.14,1.13,Junior,FALSE
6156-1,Photo Safari,67,60.87,0.91,Junior,FALSE
2954-1,Picnic,14,19.73,1.41,Junior,FALSE
4623-1,Pink Brick Box,30,15.21,0.51,Junior,FALSE
7073-1,Pirate Dock,61,24.66,0.4,Junior,FALSE
7881-1,Pirate Ship,33,46.21,1.4,Junior,FALSE
5658-1,Pizza Planet Truck,13,21.36,1.64,Junior,FALSE
7843-1,Plane,32,47.7,1.49,Junior,FALSE
10505-1,Play House,83,59.99,0.72,Junior,FALSE
2770-1,Play House,64,146.66,2.29,Junior,FALSE
2942-1,Play House,73,94.7,1.3,Junior,FALSE
4254-1,Play Table with Cars and Planes,305,21.44,0.07,Junior,FALSE
2587-1,Play Train,6,8.12,1.35,Junior,FALSE
2974-1,Play Train,6,13.15,2.19,Junior,FALSE
5463-1,Play Train,6,11.93,1.99,Junior,FALSE
6051-1,Play with Letters Set,62,31.06,0.5,Junior,FALSE
5497-1,Play with Numbers,58,26.7,0.46,Junior,FALSE
2791-1,Playground,31,32.66,1.05,Junior,FALSE
4689-1,Playhouse,60,30.83,0.51,Junior,FALSE
3620-1,Playhouse,82,64.75,0.79,Junior,FALSE
2795-1,Playhouse Bucket,34,34.58,1.02,Junior,FALSE
9231-1,Playhouse Set,105,82.3,0.78,Junior,FALSE
9641-1,Pneumatics Add-On Set,31,59.51,1.92,Junior,FALSE
3621-1,Polar Animals,29,32.38,1.12,Junior,FALSE
5633-1,Polar Zoo,32,32.56,1.02,Junior,FALSE
10675-1,Police _ The Big Escape,146,29.99,0.21,Junior,FALSE
3607-1,Police Action,7,5.18,0.74,Junior,FALSE
3656-1,Police Action,32,50.65,1.58,Junior,FALSE
4965-1,Police Action,65,57.78,0.89,Junior,FALSE
5679-1,Police Bike,8,10.35,1.29,Junior,FALSE
4861-1,Police Boat,27,28.08,1.04,Junior,FALSE
4604-1,Police Copter,14,9.21,0.66,Junior,FALSE
4600-1,Police Cruiser,22,5.26,0.24,Junior,FALSE
2654-1,Police Emergency Unit,11,13.68,1.24,Junior,FALSE
4611-1,Police HQ,132,92.08,0.7,Junior,FALSE
4651-1,Police Motorcycle,11,3.8,0.35,Junior,FALSE
4963-1,Police Patrol,8,8.67,1.08,Junior,FALSE
5602-1,Police Station,28,43.27,1.55,Junior,FALSE
4691-1,Police Station,61,49.33,0.81,Junior,FALSE
2087-1,Polly Parrot Storage Bird,18,21.77,1.21,Junior,FALSE
4683-1,Pony and Cart,5,6.15,1.23,Junior,FALSE
10674-1,Pony Farm,306,29.99,0.1,Junior,FALSE
